InputSequence Length,Channel Flip Prob,Context Length,Markov Transition Probabilities,No. of Errors,No of changes by DUDE,Number of right changes,fraction of changes,fraction of right changes
100000,0.1,9,0.61,9960,0,0,0.0,0.0
100000,0.05,14,0.61,4974,0,0,0.0,0.0
100000,0.01,11,0.62,968,0,0,0.0,0.0
100000,0.05,13,0.61,4974,0,0,0.0,0.0
100000,0.01,10,0.62,968,0,0,0.0,0.0
100000,0.1,8,0.61,9960,0,0,0.0,0.0
100000,0.05,12,0.61,4974,0,0,0.0,0.0
100000,0.01,9,0.62,968,0,0,0.0,0.0
100000,0.01,8,0.62,968,0,0,0.0,0.0
100000,0.1,7,0.61,9960,3,0,0.0,0.0
100000,0.01,7,0.62,968,0,0,0.0,0.0
100000,0.05,11,0.61,4974,0,0,0.0,0.0
100000,0.1,6,0.61,9960,48,15,0.005,0.002
100000,0.1,5,0.61,9960,250,77,0.025,0.008
100000,0.01,6,0.62,968,0,0,0.0,0.0
100000,0.05,10,0.61,4974,0,0,0.0,0.0
100000,0.1,4,0.61,9960,182,58,0.018,0.006
100000,0.05,9,0.61,4974,0,0,0.0,0.0
100000,0.1,3,0.61,9960,0,0,0.0,0.0
100000,0.05,8,0.61,4974,0,0,0.0,0.0
100000,0.01,5,0.62,968,0,0,0.0,0.0
100000,0.1,2,0.61,9960,0,0,0.0,0.0
100000,0.05,7,0.61,4974,1,0,0.0,0.0
100000,0.01,4,0.62,968,0,0,0.0,0.0
100000,0.05,6,0.61,4974,5,1,0.001,0.0
100000,0.01,3,0.62,968,0,0,0.0,0.0
100000,0.05,5,0.61,4974,14,1,0.003,0.0
100000,0.01,2,0.62,968,0,0,0.0,0.0
100000,0.1,1,0.61,9960,0,0,0.0,0.0
100000,0.01,1,0.62,968,0,0,0.0,0.0
100000,0.05,4,0.61,4974,15,5,0.003,0.001
100000,0.01,19,0.61,1055,0,0,0.0,0.0
100000,0.1,19,0.6,9788,0,0,0.0,0.0
100000,0.05,3,0.61,4974,0,0,0.0,0.0
100000,0.01,18,0.61,1055,0,0,0.0,0.0
100000,0.1,18,0.6,9788,0,0,0.0,0.0
100000,0.05,2,0.61,4974,0,0,0.0,0.0
100000,0.1,17,0.6,9788,0,0,0.0,0.0
100000,0.05,1,0.61,4974,0,0,0.0,0.0
100000,0.01,17,0.61,1055,0,0,0.0,0.0
100000,0.1,16,0.6,9788,0,0,0.0,0.0
100000,0.01,16,0.61,1055,0,0,0.0,0.0
100000,0.1,15,0.6,9788,0,0,0.0,0.0
100000,0.01,15,0.61,1055,0,0,0.0,0.0
100000,0.05,19,0.6,5010,0,0,0.0,0.0
100000,0.01,14,0.61,1055,0,0,0.0,0.0
100000,0.1,14,0.6,9788,0,0,0.0,0.0
100000,0.05,18,0.6,5010,0,0,0.0,0.0
100000,0.05,17,0.6,5010,0,0,0.0,0.0
100000,0.01,13,0.61,1055,0,0,0.0,0.0
100000,0.05,16,0.6,5010,0,0,0.0,0.0
100000,0.1,13,0.6,9788,0,0,0.0,0.0
100000,0.05,15,0.6,5010,0,0,0.0,0.0
100000,0.1,12,0.6,9788,0,0,0.0,0.0
100000,0.01,12,0.61,1055,0,0,0.0,0.0
100000,0.05,14,0.6,5010,0,0,0.0,0.0
100000,0.1,11,0.6,9788,0,0,0.0,0.0
100000,0.01,11,0.61,1055,0,0,0.0,0.0
100000,0.05,13,0.6,5010,0,0,0.0,0.0
100000,0.01,10,0.61,1055,0,0,0.0,0.0
100000,0.1,10,0.6,9788,0,0,0.0,0.0
100000,0.01,9,0.61,1055,0,0,0.0,0.0
100000,0.1,9,0.6,9788,0,0,0.0,0.0
100000,0.01,8,0.61,1055,0,0,0.0,0.0
100000,0.05,12,0.6,5010,0,0,0.0,0.0
100000,0.1,8,0.6,9788,0,0,0.0,0.0
100000,0.05,11,0.6,5010,0,0,0.0,0.0
100000,0.05,10,0.6,5010,0,0,0.0,0.0
100000,0.05,9,0.6,5010,0,0,0.0,0.0
100000,0.1,7,0.6,9788,1,0,0.0,0.0
100000,0.01,6,0.61,1055,0,0,0.0,0.0
100000,0.1,6,0.6,9788,30,11,0.003,0.001
100000,0.01,5,0.61,1055,0,0,0.0,0.0
100000,0.1,5,0.6,9788,278,80,0.028,0.008
100000,0.05,8,0.6,5010,0,0,0.0,0.0
100000,0.01,4,0.61,1055,0,0,0.0,0.0
100000,0.1,4,0.6,9788,176,52,0.018,0.005
100000,0.01,3,0.61,1055,0,0,0.0,0.0
100000,0.1,3,0.6,9788,0,0,0.0,0.0
100000,0.05,7,0.6,5010,0,0,0.0,0.0
100000,0.05,6,0.6,5010,0,0,0.0,0.0
100000,0.1,2,0.6,9788,0,0,0.0,0.0
100000,0.01,2,0.61,1055,0,0,0.0,0.0
100000,0.05,5,0.6,5010,10,3,0.002,0.001
100000,0.05,4,0.6,5010,11,4,0.002,0.001
100000,0.1,1,0.6,9788,0,0,0.0,0.0
100000,0.01,1,0.61,1055,0,0,0.0,0.0
100000,0.01,19,0.6,951,0,0,0.0,0.0
100000,0.05,3,0.6,5010,0,0,0.0,0.0
100000,0.01,18,0.6,951,0,0,0.0,0.0
100000,0.1,19,0.59,10016,0,0,0.0,0.0
100000,0.01,17,0.6,951,0,0,0.0,0.0
100000,0.1,18,0.59,10016,0,0,0.0,0.0
100000,0.05,2,0.6,5010,0,0,0.0,0.0
100000,0.05,1,0.6,5010,0,0,0.0,0.0
100000,0.1,17,0.59,10016,0,0,0.0,0.0
100000,0.05,19,0.59,5030,0,0,0.0,0.0
100000,0.1,16,0.59,10016,0,0,0.0,0.0
100000,0.01,16,0.6,951,0,0,0.0,0.0
100000,0.05,18,0.59,5030,0,0,0.0,0.0
100000,0.1,15,0.59,10016,0,0,0.0,0.0
100000,0.05,17,0.59,5030,0,0,0.0,0.0
100000,0.01,15,0.6,951,0,0,0.0,0.0
100000,0.1,14,0.59,10016,0,0,0.0,0.0
100000,0.01,14,0.6,951,0,0,0.0,0.0
100000,0.05,16,0.59,5030,0,0,0.0,0.0
100000,0.01,13,0.6,951,0,0,0.0,0.0
100000,0.1,13,0.59,10016,0,0,0.0,0.0
100000,0.01,12,0.6,951,0,0,0.0,0.0
100000,0.01,11,0.6,951,0,0,0.0,0.0
100000,0.1,12,0.59,10016,0,0,0.0,0.0
100000,0.05,15,0.59,5030,0,0,0.0,0.0
100000,0.1,11,0.59,10016,0,0,0.0,0.0
100000,0.05,14,0.59,5030,0,0,0.0,0.0
100000,0.05,13,0.59,5030,0,0,0.0,0.0
100000,0.1,10,0.59,10016,0,0,0.0,0.0
100000,0.01,10,0.6,951,0,0,0.0,0.0
100000,0.05,12,0.59,5030,0,0,0.0,0.0
100000,0.1,9,0.59,10016,0,0,0.0,0.0
100000,0.05,11,0.59,5030,0,0,0.0,0.0
100000,0.05,10,0.59,5030,0,0,0.0,0.0
100000,0.01,9,0.6,951,0,0,0.0,0.0
100000,0.1,8,0.59,10016,0,0,0.0,0.0
100000,0.01,8,0.6,951,0,0,0.0,0.0
100000,0.01,7,0.6,951,0,0,0.0,0.0
100000,0.05,9,0.59,5030,0,0,0.0,0.0
100000,0.01,6,0.6,951,0,0,0.0,0.0
100000,0.1,7,0.59,10016,0,0,0.0,0.0
100000,0.1,6,0.59,10016,25,10,0.002,0.001
100000,0.05,8,0.59,5030,0,0,0.0,0.0
100000,0.1,5,0.59,10016,201,75,0.02,0.007
100000,0.01,5,0.6,951,0,0,0.0,0.0
100000,0.05,7,0.59,5030,0,0,0.0,0.0
100000,0.1,4,0.59,10016,189,48,0.019,0.005
100000,0.05,6,0.59,5030,6,1,0.001,0.0
100000,0.1,3,0.59,10016,0,0,0.0,0.0
100000,0.05,5,0.59,5030,19,5,0.004,0.001
100000,0.01,4,0.6,951,0,0,0.0,0.0
100000,0.05,4,0.59,5030,18,5,0.004,0.001
100000,0.01,3,0.6,951,0,0,0.0,0.0
100000,0.05,3,0.59,5030,0,0,0.0,0.0
100000,0.01,2,0.6,951,0,0,0.0,0.0
100000,0.1,2,0.59,10016,0,0,0.0,0.0
100000,0.01,1,0.6,951,0,0,0.0,0.0
100000,0.05,2,0.59,5030,0,0,0.0,0.0
100000,0.01,19,0.59,963,0,0,0.0,0.0
100000,0.1,1,0.59,10016,0,0,0.0,0.0
100000,0.1,19,0.58,10026,0,0,0.0,0.0
100000,0.05,1,0.59,5030,0,0,0.0,0.0
100000,0.01,18,0.59,963,0,0,0.0,0.0
100000,0.1,18,0.58,10026,0,0,0.0,0.0
100000,0.05,19,0.58,4797,0,0,0.0,0.0
100000,0.1,17,0.58,10026,0,0,0.0,0.0
100000,0.05,18,0.58,4797,0,0,0.0,0.0
100000,0.05,17,0.58,4797,0,0,0.0,0.0
100000,0.01,17,0.59,963,0,0,0.0,0.0
100000,0.05,16,0.58,4797,0,0,0.0,0.0
100000,0.01,16,0.59,963,0,0,0.0,0.0
100000,0.1,16,0.58,10026,0,0,0.0,0.0
100000,0.01,15,0.59,963,0,0,0.0,0.0
100000,0.01,14,0.59,963,0,0,0.0,0.0
100000,0.05,15,0.58,4797,0,0,0.0,0.0
100000,0.1,15,0.58,10026,0,0,0.0,0.0
100000,0.01,13,0.59,963,0,0,0.0,0.0
100000,0.1,14,0.58,10026,0,0,0.0,0.0
100000,0.05,14,0.58,4797,0,0,0.0,0.0
100000,0.1,13,0.58,10026,0,0,0.0,0.0
100000,0.01,12,0.59,963,0,0,0.0,0.0
100000,0.05,13,0.58,4797,0,0,0.0,0.0
100000,0.1,12,0.58,10026,0,0,0.0,0.0
100000,0.05,12,0.58,4797,0,0,0.0,0.0
100000,0.1,11,0.58,10026,0,0,0.0,0.0
100000,0.01,11,0.59,963,0,0,0.0,0.0
100000,0.05,11,0.58,4797,0,0,0.0,0.0
100000,0.05,10,0.58,4797,0,0,0.0,0.0
100000,0.01,10,0.59,963,0,0,0.0,0.0
100000,0.01,9,0.59,963,0,0,0.0,0.0
100000,0.1,10,0.58,10026,0,0,0.0,0.0
100000,0.01,8,0.59,963,0,0,0.0,0.0
100000,0.05,9,0.58,4797,0,0,0.0,0.0
100000,0.01,7,0.59,963,0,0,0.0,0.0
100000,0.1,9,0.58,10026,0,0,0.0,0.0
100000,0.05,8,0.58,4797,0,0,0.0,0.0
100000,0.1,8,0.58,10026,0,0,0.0,0.0
100000,0.01,6,0.59,963,0,0,0.0,0.0
100000,0.05,7,0.58,4797,0,0,0.0,0.0
100000,0.1,7,0.58,10026,1,0,0.0,0.0
100000,0.05,6,0.58,4797,2,0,0.0,0.0
100000,0.1,6,0.58,10026,17,7,0.002,0.001
100000,0.05,5,0.58,4797,11,1,0.002,0.0
100000,0.01,5,0.59,963,0,0,0.0,0.0
100000,0.05,4,0.58,4797,14,3,0.003,0.001
100000,0.1,5,0.58,10026,198,59,0.02,0.006
100000,0.01,4,0.59,963,0,0,0.0,0.0
100000,0.05,3,0.58,4797,0,0,0.0,0.0
100000,0.01,3,0.59,963,0,0,0.0,0.0
100000,0.1,4,0.58,10026,184,39,0.018,0.004
100000,0.05,2,0.58,4797,0,0,0.0,0.0
100000,0.01,2,0.59,963,0,0,0.0,0.0
100000,0.1,3,0.58,10026,0,0,0.0,0.0
100000,0.01,1,0.59,963,0,0,0.0,0.0
100000,0.05,1,0.58,4797,0,0,0.0,0.0
100000,0.1,2,0.58,10026,0,0,0.0,0.0
100000,0.01,19,0.58,982,0,0,0.0,0.0
100000,0.05,19,0.57,4919,0,0,0.0,0.0
100000,0.1,1,0.58,10026,0,0,0.0,0.0
100000,0.01,18,0.58,982,0,0,0.0,0.0
100000,0.05,18,0.57,4919,0,0,0.0,0.0
100000,0.01,17,0.58,982,0,0,0.0,0.0
100000,0.1,19,0.57,10132,0,0,0.0,0.0
100000,0.05,17,0.57,4919,0,0,0.0,0.0
100000,0.01,16,0.58,982,0,0,0.0,0.0
100000,0.1,18,0.57,10132,0,0,0.0,0.0
100000,0.05,16,0.57,4919,0,0,0.0,0.0
100000,0.01,15,0.58,982,0,0,0.0,0.0
100000,0.05,15,0.57,4919,0,0,0.0,0.0
100000,0.1,17,0.57,10132,0,0,0.0,0.0
100000,0.01,14,0.58,982,0,0,0.0,0.0
100000,0.1,16,0.57,10132,0,0,0.0,0.0
100000,0.05,14,0.57,4919,0,0,0.0,0.0
100000,0.01,13,0.58,982,0,0,0.0,0.0
100000,0.01,12,0.58,982,0,0,0.0,0.0
100000,0.1,15,0.57,10132,0,0,0.0,0.0
100000,0.05,13,0.57,4919,0,0,0.0,0.0
100000,0.01,11,0.58,982,0,0,0.0,0.0
100000,0.1,14,0.57,10132,0,0,0.0,0.0
100000,0.05,12,0.57,4919,0,0,0.0,0.0
100000,0.01,10,0.58,982,0,0,0.0,0.0
100000,0.1,13,0.57,10132,0,0,0.0,0.0
100000,0.05,11,0.57,4919,0,0,0.0,0.0
100000,0.1,12,0.57,10132,0,0,0.0,0.0
100000,0.05,10,0.57,4919,0,0,0.0,0.0
100000,0.01,9,0.58,982,0,0,0.0,0.0
100000,0.05,9,0.57,4919,0,0,0.0,0.0
100000,0.1,11,0.57,10132,0,0,0.0,0.0
100000,0.01,8,0.58,982,0,0,0.0,0.0
100000,0.05,8,0.57,4919,0,0,0.0,0.0
100000,0.01,5,0.58,982,0,0,0.0,0.0
100000,0.1,9,0.57,10132,0,0,0.0,0.0
100000,0.05,7,0.57,4919,1,0,0.0,0.0
100000,0.01,4,0.58,982,0,0,0.0,0.0
100000,0.1,8,0.57,10132,0,0,0.0,0.0
100000,0.05,6,0.57,4919,3,0,0.001,0.0
100000,0.1,7,0.57,10132,0,0,0.0,0.0
100000,0.01,3,0.58,982,0,0,0.0,0.0
100000,0.1,6,0.57,10132,9,1,0.001,0.0
100000,0.05,5,0.57,4919,18,4,0.004,0.001
100000,0.01,2,0.58,982,0,0,0.0,0.0
100000,0.1,5,0.57,10132,151,28,0.015,0.003
100000,0.05,4,0.57,4919,16,3,0.003,0.001
100000,0.01,1,0.58,982,0,0,0.0,0.0
100000,0.05,3,0.57,4919,0,0,0.0,0.0
100000,0.01,19,0.57,1056,0,0,0.0,0.0
100000,0.05,2,0.57,4919,0,0,0.0,0.0
100000,0.1,4,0.57,10132,165,31,0.016,0.003
100000,0.01,18,0.57,1056,0,0,0.0,0.0
100000,0.1,3,0.57,10132,0,0,0.0,0.0
100000,0.01,17,0.57,1056,0,0,0.0,0.0
100000,0.05,1,0.57,4919,0,0,0.0,0.0
100000,0.1,2,0.57,10132,0,0,0.0,0.0
100000,0.01,16,0.57,1056,0,0,0.0,0.0
100000,0.01,15,0.57,1056,0,0,0.0,0.0
100000,0.1,1,0.57,10132,0,0,0.0,0.0
100000,0.05,19,0.56,5073,0,0,0.0,0.0
100000,0.05,18,0.56,5073,0,0,0.0,0.0
100000,0.01,14,0.57,1056,0,0,0.0,0.0
100000,0.05,17,0.56,5073,0,0,0.0,0.0
100000,0.1,18,0.56,9936,0,0,0.0,0.0
100000,0.01,13,0.57,1056,0,0,0.0,0.0
100000,0.01,12,0.57,1056,0,0,0.0,0.0
100000,0.05,16,0.56,5073,0,0,0.0,0.0
100000,0.01,11,0.57,1056,0,0,0.0,0.0
100000,0.1,17,0.56,9936,0,0,0.0,0.0
100000,0.05,15,0.56,5073,0,0,0.0,0.0
100000,0.01,10,0.57,1056,0,0,0.0,0.0
100000,0.05,14,0.56,5073,0,0,0.0,0.0
100000,0.01,9,0.57,1056,0,0,0.0,0.0
100000,0.1,16,0.56,9936,0,0,0.0,0.0
100000,0.05,13,0.56,5073,0,0,0.0,0.0
100000,0.1,15,0.56,9936,0,0,0.0,0.0
100000,0.05,12,0.56,5073,0,0,0.0,0.0
100000,0.01,8,0.57,1056,0,0,0.0,0.0
100000,0.1,14,0.56,9936,0,0,0.0,0.0
100000,0.05,11,0.56,5073,0,0,0.0,0.0
100000,0.1,13,0.56,9936,0,0,0.0,0.0
100000,0.01,7,0.57,1056,0,0,0.0,0.0
100000,0.1,12,0.56,9936,0,0,0.0,0.0
100000,0.01,6,0.57,1056,0,0,0.0,0.0
100000,0.1,11,0.56,9936,0,0,0.0,0.0
100000,0.1,10,0.56,9936,0,0,0.0,0.0
100000,0.05,10,0.56,5073,0,0,0.0,0.0
100000,0.01,5,0.57,1056,0,0,0.0,0.0
100000,0.05,9,0.56,5073,0,0,0.0,0.0
100000,0.1,9,0.56,9936,0,0,0.0,0.0
100000,0.01,3,0.57,1056,0,0,0.0,0.0
100000,0.05,8,0.56,5073,0,0,0.0,0.0
100000,0.1,7,0.56,9936,1,0,0.0,0.0
100000,0.01,1,0.57,1056,0,0,0.0,0.0
100000,0.05,7,0.56,5073,0,0,0.0,0.0
100000,0.1,6,0.56,9936,5,1,0.001,0.0
100000,0.01,19,0.56,970,0,0,0.0,0.0
100000,0.05,6,0.56,5073,0,0,0.0,0.0
100000,0.01,18,0.56,970,0,0,0.0,0.0
100000,0.05,5,0.56,5073,14,1,0.003,0.0
100000,0.01,17,0.56,970,0,0,0.0,0.0
100000,0.1,5,0.56,9936,125,31,0.013,0.003
100000,0.05,4,0.56,5073,13,0,0.003,0.0
100000,0.1,4,0.56,9936,160,32,0.016,0.003
100000,0.01,16,0.56,970,0,0,0.0,0.0
100000,0.1,2,0.56,9936,0,0,0.0,0.0
100000,0.01,15,0.56,970,0,0,0.0,0.0
100000,0.01,14,0.56,970,0,0,0.0,0.0
100000,0.05,2,0.56,5073,0,0,0.0,0.0
100000,0.1,1,0.56,9936,0,0,0.0,0.0
100000,0.01,13,0.56,970,0,0,0.0,0.0
100000,0.01,12,0.56,970,0,0,0.0,0.0
100000,0.05,1,0.56,5073,0,0,0.0,0.0
100000,0.1,19,0.55,10154,0,0,0.0,0.0
100000,0.1,18,0.55,10154,0,0,0.0,0.0
100000,0.01,11,0.56,970,0,0,0.0,0.0
100000,0.1,17,0.55,10154,0,0,0.0,0.0
100000,0.05,19,0.55,4908,0,0,0.0,0.0
100000,0.1,16,0.55,10154,0,0,0.0,0.0
100000,0.01,10,0.56,970,0,0,0.0,0.0
100000,0.05,18,0.55,4908,0,0,0.0,0.0
100000,0.01,9,0.56,970,0,0,0.0,0.0
100000,0.05,17,0.55,4908,0,0,0.0,0.0
100000,0.01,8,0.56,970,0,0,0.0,0.0
100000,0.1,15,0.55,10154,0,0,0.0,0.0
100000,0.05,16,0.55,4908,0,0,0.0,0.0
100000,0.05,15,0.55,4908,0,0,0.0,0.0
100000,0.1,14,0.55,10154,0,0,0.0,0.0
100000,0.01,7,0.56,970,0,0,0.0,0.0
100000,0.1,13,0.55,10154,0,0,0.0,0.0
100000,0.05,14,0.55,4908,0,0,0.0,0.0
100000,0.01,6,0.56,970,0,0,0.0,0.0
100000,0.1,12,0.55,10154,0,0,0.0,0.0
100000,0.01,5,0.56,970,0,0,0.0,0.0
100000,0.1,11,0.55,10154,0,0,0.0,0.0
100000,0.05,13,0.55,4908,0,0,0.0,0.0
100000,0.05,12,0.55,4908,0,0,0.0,0.0
100000,0.01,4,0.56,970,0,0,0.0,0.0
100000,0.1,10,0.55,10154,0,0,0.0,0.0
100000,0.05,10,0.55,4908,0,0,0.0,0.0
100000,0.01,3,0.56,970,0,0,0.0,0.0
100000,0.1,9,0.55,10154,0,0,0.0,0.0
100000,0.01,2,0.56,970,0,0,0.0,0.0
100000,0.1,8,0.55,10154,0,0,0.0,0.0
100000,0.01,1,0.56,970,0,0,0.0,0.0
100000,0.05,9,0.55,4908,0,0,0.0,0.0
100000,0.1,7,0.55,10154,0,0,0.0,0.0
100000,0.01,19,0.55,1031,0,0,0.0,0.0
100000,0.01,18,0.55,1031,0,0,0.0,0.0
100000,0.1,6,0.55,10154,3,1,0.0,0.0
100000,0.05,8,0.55,4908,0,0,0.0,0.0
100000,0.01,17,0.55,1031,0,0,0.0,0.0
100000,0.05,7,0.55,4908,0,0,0.0,0.0
100000,0.1,5,0.55,10154,106,26,0.01,0.003
100000,0.05,6,0.55,4908,1,0,0.0,0.0
100000,0.1,4,0.55,10154,172,39,0.017,0.004
100000,0.05,5,0.55,4908,8,1,0.002,0.0
100000,0.01,16,0.55,1031,0,0,0.0,0.0
100000,0.1,3,0.55,10154,0,0,0.0,0.0
100000,0.05,4,0.55,4908,6,1,0.001,0.0
100000,0.01,15,0.55,1031,0,0,0.0,0.0
100000,0.1,2,0.55,10154,0,0,0.0,0.0
100000,0.05,3,0.55,4908,0,0,0.0,0.0
100000,0.01,14,0.55,1031,0,0,0.0,0.0
100000,0.1,1,0.55,10154,0,0,0.0,0.0
100000,0.05,2,0.55,4908,0,0,0.0,0.0
100000,0.1,19,0.54,10032,0,0,0.0,0.0
100000,0.01,13,0.55,1031,0,0,0.0,0.0
100000,0.05,1,0.55,4908,0,0,0.0,0.0
100000,0.1,18,0.54,10032,0,0,0.0,0.0
100000,0.05,19,0.54,5146,0,0,0.0,0.0
100000,0.01,12,0.55,1031,0,0,0.0,0.0
100000,0.1,17,0.54,10032,0,0,0.0,0.0
100000,0.05,18,0.54,5146,0,0,0.0,0.0
100000,0.01,11,0.55,1031,0,0,0.0,0.0
100000,0.1,16,0.54,10032,0,0,0.0,0.0
100000,0.05,17,0.54,5146,0,0,0.0,0.0
100000,0.01,10,0.55,1031,0,0,0.0,0.0
100000,0.01,9,0.55,1031,0,0,0.0,0.0
100000,0.1,15,0.54,10032,0,0,0.0,0.0
100000,0.05,16,0.54,5146,0,0,0.0,0.0
100000,0.01,8,0.55,1031,0,0,0.0,0.0
100000,0.01,7,0.55,1031,0,0,0.0,0.0
100000,0.1,14,0.54,10032,0,0,0.0,0.0
100000,0.05,15,0.54,5146,0,0,0.0,0.0
100000,0.1,13,0.54,10032,0,0,0.0,0.0
100000,0.05,14,0.54,5146,0,0,0.0,0.0
100000,0.1,12,0.54,10032,0,0,0.0,0.0
100000,0.01,6,0.55,1031,0,0,0.0,0.0
100000,0.05,13,0.54,5146,0,0,0.0,0.0
100000,0.1,11,0.54,10032,0,0,0.0,0.0
100000,0.01,5,0.55,1031,0,0,0.0,0.0
100000,0.01,4,0.55,1031,0,0,0.0,0.0
100000,0.05,12,0.54,5146,0,0,0.0,0.0
100000,0.01,3,0.55,1031,0,0,0.0,0.0
100000,0.1,10,0.54,10032,0,0,0.0,0.0
100000,0.01,2,0.55,1031,0,0,0.0,0.0
100000,0.05,11,0.54,5146,0,0,0.0,0.0
100000,0.01,1,0.55,1031,0,0,0.0,0.0
100000,0.1,9,0.54,10032,0,0,0.0,0.0
100000,0.05,10,0.54,5146,0,0,0.0,0.0
100000,0.1,8,0.54,10032,0,0,0.0,0.0
100000,0.05,9,0.54,5146,0,0,0.0,0.0
100000,0.1,7,0.54,10032,0,0,0.0,0.0
100000,0.01,19,0.54,1002,0,0,0.0,0.0
100000,0.05,8,0.54,5146,0,0,0.0,0.0
100000,0.1,6,0.54,10032,0,0,0.0,0.0
100000,0.05,7,0.54,5146,0,0,0.0,0.0
100000,0.01,18,0.54,1002,0,0,0.0,0.0
100000,0.1,5,0.54,10032,73,16,0.007,0.002
100000,0.01,17,0.54,1002,0,0,0.0,0.0
100000,0.05,6,0.54,5146,0,0,0.0,0.0
100000,0.01,16,0.54,1002,0,0,0.0,0.0
100000,0.1,4,0.54,10032,192,32,0.019,0.003
100000,0.01,15,0.54,1002,0,0,0.0,0.0
100000,0.1,3,0.54,10032,0,0,0.0,0.0
100000,0.05,5,0.54,5146,5,1,0.001,0.0
100000,0.1,2,0.54,10032,0,0,0.0,0.0
100000,0.05,4,0.54,5146,5,0,0.001,0.0
100000,0.01,14,0.54,1002,0,0,0.0,0.0
100000,0.05,3,0.54,5146,0,0,0.0,0.0
100000,0.1,1,0.54,10032,0,0,0.0,0.0
100000,0.05,2,0.54,5146,0,0,0.0,0.0
100000,0.01,12,0.54,1002,0,0,0.0,0.0
100000,0.05,1,0.54,5146,0,0,0.0,0.0
100000,0.1,19,0.53,9991,0,0,0.0,0.0
100000,0.01,11,0.54,1002,0,0,0.0,0.0
100000,0.05,19,0.53,5036,0,0,0.0,0.0
100000,0.1,18,0.53,9991,0,0,0.0,0.0
100000,0.1,17,0.53,9991,0,0,0.0,0.0
100000,0.01,10,0.54,1002,0,0,0.0,0.0
100000,0.1,16,0.53,9991,0,0,0.0,0.0
100000,0.05,18,0.53,5036,0,0,0.0,0.0
100000,0.1,15,0.53,9991,0,0,0.0,0.0
100000,0.01,9,0.54,1002,0,0,0.0,0.0
100000,0.05,17,0.53,5036,0,0,0.0,0.0
100000,0.01,8,0.54,1002,0,0,0.0,0.0
100000,0.1,14,0.53,9991,0,0,0.0,0.0
100000,0.05,15,0.53,5036,0,0,0.0,0.0
100000,0.1,13,0.53,9991,0,0,0.0,0.0
100000,0.05,14,0.53,5036,0,0,0.0,0.0
100000,0.01,6,0.54,1002,0,0,0.0,0.0
100000,0.1,12,0.53,9991,0,0,0.0,0.0
100000,0.1,11,0.53,9991,0,0,0.0,0.0
100000,0.01,5,0.54,1002,0,0,0.0,0.0
100000,0.05,13,0.53,5036,0,0,0.0,0.0
100000,0.1,10,0.53,9991,0,0,0.0,0.0
100000,0.01,4,0.54,1002,0,0,0.0,0.0
100000,0.01,3,0.54,1002,0,0,0.0,0.0
100000,0.1,9,0.53,9991,0,0,0.0,0.0
100000,0.05,12,0.53,5036,0,0,0.0,0.0
100000,0.01,2,0.54,1002,0,0,0.0,0.0
100000,0.05,11,0.53,5036,0,0,0.0,0.0
100000,0.1,8,0.53,9991,0,0,0.0,0.0
100000,0.05,9,0.53,5036,0,0,0.0,0.0
100000,0.1,7,0.53,9991,0,0,0.0,0.0
100000,0.01,19,0.53,1025,0,0,0.0,0.0
100000,0.05,8,0.53,5036,0,0,0.0,0.0
100000,0.1,6,0.53,9991,1,0,0.0,0.0
100000,0.01,18,0.53,1025,0,0,0.0,0.0
100000,0.1,5,0.53,9991,58,7,0.006,0.001
100000,0.01,17,0.53,1025,0,0,0.0,0.0
100000,0.1,4,0.53,9991,212,40,0.021,0.004
100000,0.01,16,0.53,1025,0,0,0.0,0.0
100000,0.05,7,0.53,5036,0,0,0.0,0.0
100000,0.1,3,0.53,9991,0,0,0.0,0.0
100000,0.01,15,0.53,1025,0,0,0.0,0.0
100000,0.05,6,0.53,5036,0,0,0.0,0.0
100000,0.05,5,0.53,5036,2,0,0.0,0.0
100000,0.1,2,0.53,9991,0,0,0.0,0.0
100000,0.01,14,0.53,1025,0,0,0.0,0.0
100000,0.05,4,0.53,5036,3,0,0.001,0.0
100000,0.1,1,0.53,9991,0,0,0.0,0.0
100000,0.01,13,0.53,1025,0,0,0.0,0.0
100000,0.05,3,0.53,5036,0,0,0.0,0.0
100000,0.01,12,0.53,1025,0,0,0.0,0.0
100000,0.1,19,0.52,10242,0,0,0.0,0.0
100000,0.01,11,0.53,1025,0,0,0.0,0.0
100000,0.05,2,0.53,5036,0,0,0.0,0.0
100000,0.1,18,0.52,10242,0,0,0.0,0.0
100000,0.01,10,0.53,1025,0,0,0.0,0.0
100000,0.05,1,0.53,5036,0,0,0.0,0.0
100000,0.01,9,0.53,1025,0,0,0.0,0.0
100000,0.1,17,0.52,10242,0,0,0.0,0.0
100000,0.1,16,0.52,10242,0,0,0.0,0.0
100000,0.05,19,0.52,4928,0,0,0.0,0.0
100000,0.05,18,0.52,4928,0,0,0.0,0.0
100000,0.01,8,0.53,1025,0,0,0.0,0.0
100000,0.1,15,0.52,10242,0,0,0.0,0.0
100000,0.05,17,0.52,4928,0,0,0.0,0.0
100000,0.01,7,0.53,1025,0,0,0.0,0.0
100000,0.01,6,0.53,1025,0,0,0.0,0.0
100000,0.1,14,0.52,10242,0,0,0.0,0.0
100000,0.05,16,0.52,4928,0,0,0.0,0.0
100000,0.1,13,0.52,10242,0,0,0.0,0.0
100000,0.01,5,0.53,1025,0,0,0.0,0.0
